"work_id","title","domain","field","subfield","topic"
"https://openalex.org/W4413101283","Abaloparatide effects on BMD in acetabular regions corresponding to DeLee and Charnley zones in women with postmenopausal osteoporosis","Health Sciences","Medicine","Orthopedics and Sports Medicine","Bone health and osteoporosis research"
"https://openalex.org/W4413102202","Silence of the Brittle: The Role of Frailty in Pain Perception and Management in Geriatric Trauma Patients","Health Sciences","Medicine","Anesthesiology and Pain Medicine","Pain Management and Opioid Use"
"https://openalex.org/W4413103414","Update to RIFM fragrance ingredient safety assessment, benzaldehyde, CAS Registry Number 100-52-7","Health Sciences","Medicine","Dermatology","Contact Dermatitis and Allergies"
"https://openalex.org/W4413103465","RIFM fragrance ingredient safety assessment, benzeneacetonitrile, a-butylidene-, (Z), CAS Registry Number 130786-09-3","Health Sciences","Medicine","Dermatology","Contact Dermatitis and Allergies"
"https://openalex.org/W4413112300","Genomic analysis of eight clinical <i>Rothia</i> isolates","Health Sciences","Medicine","Epidemiology","Mycobacterium research and diagnosis"
"https://openalex.org/W4413112908","Understanding the Characteristics and Burden of Cognitive Impairments in Schizophrenia in the US","Health Sciences","Medicine","Psychiatry and Mental health","Schizophrenia research and treatment"
"https://openalex.org/W4413113315","Scoping review of the literature on outcomes of the conservation reserve program","Social Sciences","Economics, Econometrics and Finance","Economics and Econometrics","Economic and Environmental Valuation"
"https://openalex.org/W4413117170","Predicting Science and Social Studies Vocabulary Learning in Spanish–English Bilingual Children","Social Sciences","Psychology","Developmental and Educational Psychology","Reading and Literacy Development"
"https://openalex.org/W4413120064","Extreme palaeofloods since the LGM in the Dadu River Grand Canyon, eastern Tibetan Plateau","Physical Sciences","Earth and Planetary Sciences","Atmospheric Science","Geology and Paleoclimatology Research"
"https://openalex.org/W4413124708","JoVE Video Dataset",NA,NA,NA,NA
"https://openalex.org/W4413136108","Students’ personal proof approaches: how students determine what a proof proves","Social Sciences","Social Sciences","Education","Mathematics Education and Teaching Techniques"
"https://openalex.org/W4413137716","MRI evaluation of hyperostosis frontalis interna: differentiation and diagnostic insights","Health Sciences","Medicine","Rheumatology","Osteomyelitis and Bone Disorders Research"
"https://openalex.org/W4413138116","Deletion of p53-Related Protein Kinase Suppresses Solar UV–Induced Photocarcinogenesis by Inhibiting PD-L1 Expression and Enhancing CD8 T-Cell Infiltration","Health Sciences","Medicine","Dermatology","Skin Protection and Aging"
"https://openalex.org/W4413138323","In Reply: Use of Antibacterial Envelopes in Neuromodulation Surgeries With Implantable Device Insertion: A Systematic Review and Meta-Analysis","Health Sciences","Medicine","Neurology","Botulinum Toxin and Related Neurological Disorders"
"https://openalex.org/W4413139432","The importance of knowing what your nursing credentials mean","Health Sciences","Nursing","Issues, ethics and legal aspects","Nursing Education, Practice, and Leadership"
"https://openalex.org/W4413139503","Asthma programs the transcriptional response of human nasal epithelial cells to SARS-CoV-2 Spike–mediated ACE2 engagement","Health Sciences","Medicine","Physiology","Asthma and respiratory diseases"
"https://openalex.org/W4413141924","Preface: AgriVoltaics World Conference 2024","Physical Sciences","Environmental Science","Environmental Engineering","Photovoltaic Systems and Sustainability"
"https://openalex.org/W4413142482","The Tropics",NA,NA,NA,NA
"https://openalex.org/W4413142678","Examining anti-littering intentions in Ghana through the theory of normative social behavior and the influence of dynamic norms","Physical Sciences","Environmental Science","Management, Monitoring, Policy and Law","Environmental Education and Sustainability"
"https://openalex.org/W4413160418","Reclaiming vernacular: Public pedagogy and arts-based English language education","Social Sciences","Social Sciences","Law","Intellectual Property Law"
"https://openalex.org/W4413163390","A knowledge problem for the civic friendship view of political liberalism","Social Sciences","Social Sciences","Political Science and International Relations","Political Philosophy and Ethics"
"https://openalex.org/W4413175826","Runs in random sequences over ordered sets","Social Sciences","Economics, Econometrics and Finance","Finance","Financial Risk and Volatility Modeling"
"https://openalex.org/W4413176193","Size and Shape of Jupiter Trojan (2207) Antenor from Stellar Occultations","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Astro and Planetary Science"
"https://openalex.org/W4413179315","Joint Classification and Unknown Detection Using Class Conditional Probability Calibration","Physical Sciences","Computer Science","Artificial Intelligence","Anomaly Detection Techniques and Applications"
"https://openalex.org/W4413180188","Rank Reversal Mitigation for Enhanced Transition Boundary Discernment in a Bespoke AI System","Physical Sciences","Engineering","Aerospace Engineering","Inertial Sensor and Navigation"
"https://openalex.org/W4413181050","AI-Driven Student Data Analytics: Leveraging Generative AI for Institutional Decision-Making","Physical Sciences","Computer Science","Computer Science Applications","Online Learning and Analytics"
"https://openalex.org/W4413186583","BSLD-10 CHARACTERIZATION OF CEREBROSPINAL FLUID TO BETTER ANTICIPATE SYSTEMIC PROGRESSION OF CANCERS IN PATIENTS WITH LEPTOMENINGEAL CARCINOMATOSIS (LMC): DUAL INSTITUTIONAL ANALYSIS","Health Sciences","Medicine","Pulmonary and Respiratory Medicine","Brain Metastases and Treatment"
"https://openalex.org/W4413187661","The Aromatic-to-Quinonoid Transformation in π-Conjugated Polymer Chains Is Not Necessarily Related to a Topological Phase Transition","Physical Sciences","Chemistry","Organic Chemistry","Synthesis and Properties of Aromatic Compounds"
"https://openalex.org/W4413192617","Techniques to Align Accounting Curriculum to the CPA Evolution Without Breaking the Bank","Social Sciences","Business, Management and Accounting","Accounting","Accounting Education and Careers"
"https://openalex.org/W4413198505","“It Hits Across the Board”: The Effectiveness of an Informal STEM and Sports Learning Program (Poster 8)","Social Sciences","Social Sciences","Safety Research","Youth Development and Social Support"
"https://openalex.org/W4413198576","Designing Multimodal Virtual Field Experiences: Connecting Educators Across Languages, Cultures, and Digital Literacies (Poster 26)","Health Sciences","Health Professions","Speech and Hearing","Digital Storytelling and Education"
"https://openalex.org/W4413198680","Towards Renewal and Repair: Crossing Boundaries and Building Hybrid Contexts in International Digital Literacies Research (Poster 1)","Social Sciences","Arts and Humanities","Literature and Literary Theory","Literacy, Media, and Education"
"https://openalex.org/W4413198758","Smart Studying: Teaching Students How to Study Through Neuroscience","Life Sciences","Neuroscience","Cognitive Neuroscience","Neuroscience, Education and Cognitive Function"
"https://openalex.org/W4413198802","Relationships Among Teacher Beliefs and Teacher Identity (Poster 1)","Social Sciences","Social Sciences","Education","Teacher Education and Leadership Studies"
"https://openalex.org/W4413198883","Designing Multimodal Virtual Field Experiences: Connecting Educators Across Languages, Cultures, and Digital Literacies (Poster 26): Division G - Section 3: Languages, Literacies, and Representations, Stage 2, 8:03 AM","Health Sciences","Health Professions","Speech and Hearing","Digital Storytelling and Education"
"https://openalex.org/W4413199323","Confronting Injustice in Higher Education: Faculty and Staff Engagement in and Perspectives of the 2024 Liberate Palestine Student Protest Movement","Social Sciences","Social Sciences","Sociology and Political Science","Jewish and Middle Eastern Studies"
"https://openalex.org/W4413199482","Dual Degree, Dual Impact: A Comparative Case Study Between Two International Dual Degree Programs","Social Sciences","Social Sciences","Education","Higher Education and Employability"
"https://openalex.org/W4413199507","Transiting into Elementary School: Ecological Predictors of Child Creativity for School Readiness (Poster 47)","Social Sciences","Psychology","Experimental and Cognitive Psychology","Creativity in Education and Neuroscience"
"https://openalex.org/W4413200781","Y’all Aren’t Here for Us: LGBQ+ Student Voices on Campus Inclusion (Poster 40)","Physical Sciences","Engineering","Media Technology","ICT Impact and Policies"
"https://openalex.org/W4413201432","Drawing With Light: Exploring International Medical Learner Experiences in U.S. Academic Medical Centers through Informed Photography","Health Sciences","Medicine","Radiology, Nuclear Medicine and Imaging","Advances in Oncology and Radiotherapy"
"https://openalex.org/W4413202788","Politics in the science classroom: insights from Guyanese science teachers","Social Sciences","Social Sciences","Education","Science Education and Pedagogy"
"https://openalex.org/W4413205345","Regularized Tensor Completion for Structural Health Monitoring Data Imputation","Physical Sciences","Mathematics","Computational Mathematics","Tensor decomposition and applications"
"https://openalex.org/W4413206226","Liver Disease Classification Using Explainable Artificial Intelligence","Health Sciences","Health Professions","Health Information Management","Artificial Intelligence in Healthcare"
"https://openalex.org/W4413219091","Beyond Placement Rates","Social Sciences","Social Sciences","Education","Higher Education Research Studies"
"https://openalex.org/W4413221837","RIMMS: Runtime Integrated Memory Management System for Heterogeneous Computing","Physical Sciences","Computer Science","Hardware and Architecture","Parallel Computing and Optimization Techniques"
"https://openalex.org/W4413228047","Research on the Problems and Countermeasures of ""Situational Marketing"" on Short Video Platforms","Social Sciences","Social Sciences","Sociology and Political Science","Privacy, Security, and Data Protection"
"https://openalex.org/W4413229721","<scp> <i>JWST</i> </scp> Imaging of the Closest Globular Clusters— <scp>VI</scp> . The Lowest‐Mass Objects in M 4 and the Galactic Bulge","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Stellar, planetary, and galactic studies"
"https://openalex.org/W4413229931","The Price of Duty","Social Sciences","Social Sciences","Political Science and International Relations","Political Philosophy and Ethics"
"https://openalex.org/W4413236310","On the parity of coefficients of eta powers","Physical Sciences","Mathematics","Algebra and Number Theory","Advanced Mathematical Identities"
"https://openalex.org/W4413240207","The Living Room: Fostering Ubuntu and Pro‐Black Literacies in Middle School","Social Sciences","Social Sciences","Sociology and Political Science","Critical Race Theory in Education"
"https://openalex.org/W4413250005","One hundred years of managerial expertise in the business case studies","Social Sciences","Arts and Humanities","Literature and Literary Theory","Discourse Analysis in Language Studies"
"https://openalex.org/W4413254440","Neighborhood Environment and Mother-Infant Interaction: Considering the Roles of Maternal Psychological Distress and Social Support","Social Sciences","Social Sciences","Education","Early Childhood Education and Development"
"https://openalex.org/W4413255685","Reactions to mega-threats among members of the harming group: a moral cleansing approach","Life Sciences","Neuroscience","Cognitive Neuroscience","Psychology of Moral and Emotional Judgment"
"https://openalex.org/W4413257494","Neonatal Opioid Withdrawal in History: Revisiting Pioneering Research","Health Sciences","Medicine","Pediatrics, Perinatology and Child Health","Prenatal Substance Exposure Effects"
"https://openalex.org/W4413258447","Higher Incidence of Moderate and Severe Congenital Heart Disease in Patients With Neonatal Abstinence Syndrome","Health Sciences","Medicine","Pediatrics, Perinatology and Child Health","Prenatal Substance Exposure Effects"
"https://openalex.org/W4413269746","<i>The State</i>","Social Sciences","Social Sciences","Political Science and International Relations","Political Philosophy and Ethics"
"https://openalex.org/W4413271402","Correlating liquid film thickness in microchannel slug flow to bubble length and velocity","Physical Sciences","Engineering","Biomedical Engineering","Innovative Microfluidic and Catalytic Techniques Innovation"
"https://openalex.org/W4413276581","Correction: Lunar Robotically Based Regolith Incorporated Construction (Lunar BRICS) Pathfinder Mission Concept","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Planetary Science and Exploration"
"https://openalex.org/W4413280832","Exploring the potential for collective agency in art museums: What we can learn from two historic programs","Social Sciences","Social Sciences","Law","Intellectual Property Law"
"https://openalex.org/W4413294823","A Millennium of ENSO Influence on Jet Stream Driven Summer Climate Extremes","Physical Sciences","Environmental Science","Global and Planetary Change","Climate variability and models"
"https://openalex.org/W4413295448","Informing Advanced Primary Care Management: Trends From Care Coordination Among Medicare Beneficiaries in 2020–2023","Health Sciences","Health Professions","General Health Professions","Primary Care and Health Outcomes"
"https://openalex.org/W4413296833","Ultrasonic field estimation for random P -and S-wavenumbers in isotropic solids using DPSM","Physical Sciences","Engineering","Mechanics of Materials","Ultrasonics and Acoustic Wave Propagation"
"https://openalex.org/W4413301765","Attention‐Based Reconstruction of Full‐Field Tsunami Waves From Sparse Tsunameter Networks","Physical Sciences","Earth and Planetary Sciences","Geophysics","earthquake and tectonic studies"
"https://openalex.org/W4413304311","Sociodemographic Factors Associated with Late Presentation in Nonsyndromic Sagittal Synostosis","Life Sciences","Biochemistry, Genetics and Molecular Biology","Genetics","Craniofacial Disorders and Treatments"
"https://openalex.org/W4413311696","Towards Global Outage Detection for LEO Networks","Physical Sciences","Engineering","Electrical and Electronic Engineering","Advanced Optical Network Technologies"
"https://openalex.org/W4413316313","<i>Skyscraper jails: The abolitionist fight against jail expansion in New York City</i> , by Zhandarka Kurti and Jarrod Shanahan","Social Sciences","Social Sciences","Sociology and Political Science","Race, History, and American Society"
"https://openalex.org/W4413318485","Planar networks and simple Lie groups beyond type A","Physical Sciences","Mathematics","Geometry and Topology","Algebraic structures and combinatorial models"
"https://openalex.org/W4413320942","Efficient Fair Probabilistic Multi-armed Bandit for Real-Time Resource Allocation in Spectrum Sharing","Social Sciences","Decision Sciences","Management Science and Operations Research","Advanced Bandit Algorithms Research"
"https://openalex.org/W4413321738","Gender-Based Behavioral Patterns in Twitch Gaming Live Streamers: An Observational Study","Social Sciences","Social Sciences","Sociology and Political Science","Impact of Technology on Adolescents"
"https://openalex.org/W4413322567","SLM-Based Beam Steering for Targeting and Free-Space Optical Communications","Physical Sciences","Engineering","Electrical and Electronic Engineering","Optical Wireless Communication Technologies"
"https://openalex.org/W4413326158","Perspectives on the Application of the Situation Awareness Global Assessment Tool (SAGAT) for Evaluating Clinical Nurse Identification of Patient Wearable Devices","Health Sciences","Medicine","Surgery","Healthcare Technology and Patient Monitoring"
"https://openalex.org/W4413327606","Outcomes of Minimally Invasive Versus Open Esophagectomy","Health Sciences","Medicine","Surgery","Esophageal Cancer Research and Treatment"
"https://openalex.org/W4413332701","Planning for and creating strong nomination submissions for honors and awards","Health Sciences","Medicine","Physiology","Simulation-Based Education in Healthcare"
"https://openalex.org/W4413337056","A Paleopathological Investigation of Amputation in Ancient Nubia","Health Sciences","Medicine","Anatomy","Medical and Biological Sciences"
"https://openalex.org/W4413338505","Ultraviolet Type Ia Supernova Mission: science motivation and mission concept","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Gamma-ray bursts and supernovae"
"https://openalex.org/W4413349767","Trends in US Healthcare Data Breaches","Physical Sciences","Computer Science","Artificial Intelligence","Law, AI, and Intellectual Property"
"https://openalex.org/W4413353817","Community-clinic partnership to address social needs and improve colorectal cancer screening outcomes: The PRIME stepped-wedge study","Health Sciences","Medicine","Oncology","Global Cancer Incidence and Screening"
"https://openalex.org/W4413357182","Extracorporeal Membrane Oxygen Assisted Intubation for Complex Airways","Health Sciences","Medicine","Pulmonary and Respiratory Medicine","Tracheal and airway disorders"
"https://openalex.org/W4413359366","Developing Stakeholder Relationships","Social Sciences","Business, Management and Accounting","Organizational Behavior and Human Resource Management","Management and Organizational Studies"
"https://openalex.org/W4413360693","Federated Data Analytics with Differentially Private Density Estimation Model","Physical Sciences","Computer Science","Artificial Intelligence","Privacy-Preserving Technologies in Data"
"https://openalex.org/W4413360699","Self-Supervised Trajectory Representation Learning with Multi-Scale Spatio-Temporal Feature Exploration","Physical Sciences","Computer Science","Signal Processing","Data Management and Algorithms"
"https://openalex.org/W4413362088","Combining mindfulness intervention and open-label placebo treatment for chronic pain: a protocol for a feasibility study","Social Sciences","Psychology","Clinical Psychology","Mindfulness and Compassion Interventions"
"https://openalex.org/W4413366332","EXPLICIT RECIPROCITY LAWS AND IWASAWA THEORY FOR MODULAR FORMS","Physical Sciences","Mathematics","Geometry and Topology","Algebraic Geometry and Number Theory"
"https://openalex.org/W4413367115","Lifecycles of Cochrane Systematic Reviews (2003–2024): A Bibliographic Study","Social Sciences","Decision Sciences","Statistics, Probability and Uncertainty","Meta-analysis and systematic reviews"
"https://openalex.org/W4413369161","Evaluating the Effectiveness of Red-Light Running Cameras on Intersection Crash Outcomes and Professional Perspectives","Physical Sciences","Engineering","Safety, Risk, Reliability and Quality","Traffic and Road Safety"
"https://openalex.org/W4413369738","Feedback on Adapting Interventions for AYA Cancer Survivors’ and Caregivers’ Psychological Distress, Symptom Management, and Health Care Use","Health Sciences","Medicine","Pediatrics, Perinatology and Child Health","Childhood Cancer Survivors' Quality of Life"
"https://openalex.org/W4413372423","A Web App for the Animal Culture Database and a Template for Deploying Comparative Trait Databases With Shiny","Physical Sciences","Environmental Science","Ecological Modeling","Species Distribution and Climate Change"
"https://openalex.org/W4413372535","Gypsum Overlook: an Early Holocene Occupation in the Northern Tularosa Basin, New Mexico","Physical Sciences","Earth and Planetary Sciences","Atmospheric Science","Geology and Paleoclimatology Research"
"https://openalex.org/W4413375583","Genotypic and socioeconomic risks for depressive symptoms in two U.S. cohorts spanning early to older adulthood.","Social Sciences","Psychology","Clinical Psychology","Health and Well-being Studies"
"https://openalex.org/W4413381571","Radiography of Contemporary Cardiac Devices","Health Sciences","Medicine","Cardiology and Cardiovascular Medicine","Cardiac pacing and defibrillation studies"
"https://openalex.org/W4413385781","In response","Health Sciences","Medicine","Epidemiology","Bone fractures and treatments"
"https://openalex.org/W4413386500","The Hidden Costs of Complexity: Using Causal Inference and Double Machine Learning to Uncover Important Relationships in Higher Education Data Sets","Physical Sciences","Computer Science","Computer Science Applications","Online Learning and Analytics"
"https://openalex.org/W4413387007","Study Design and Assessment Framework for Testing Augmented Reality Tools in Engineering Education","Social Sciences","Social Sciences","Education","Innovative Educational Techniques"
"https://openalex.org/W4413387188","Understanding Research Dynamics at the University of Arizona: An AI-Driven Metadata Analysis","Physical Sciences","Computer Science","Information Systems","Research Data Management Practices"
"https://openalex.org/W4413388093","Increasing Access to Engineering Through 6-12 Summer Camps on the University Campus and Dual Enrollment Programs in High School Settings (Evaluation, Diversity)","Social Sciences","Social Sciences","Safety Research","Career Development and Diversity"
"https://openalex.org/W4413388105","Ambiguity as a key experience acceleration mechanism in a sophomore systems engineering course","Physical Sciences","Engineering","Control and Systems Engineering","Systems Engineering Methodologies and Applications"
"https://openalex.org/W4413388889","Graduation Project: Using Student Progress Tracking Analytics to Improve Graduation Rates","Physical Sciences","Computer Science","Computer Science Applications","Online Learning and Analytics"
"https://openalex.org/W4413389739","Equity, Rigor, and Access: The New ERA of Engineering","Physical Sciences","Engineering","Media Technology","Engineering Education and Curriculum Development"
"https://openalex.org/W4413389935","Bridging the Gap: Integrating Entrepreneurial Thinking and New Product Development into Manufacturing Education","Physical Sciences","Engineering","Media Technology","Engineering Education and Curriculum Development"
"https://openalex.org/W4413390074","Bridging Theory and Practice: A Case Study in Engineering Design Education","Physical Sciences","Engineering","Media Technology","Engineering Education and Curriculum Development"
"https://openalex.org/W4413390561","Are Engineering Degrees Really More Complex? Characterizing the Complexities of Academic Programs by Discipline","Social Sciences","Decision Sciences","Management Science and Operations Research","Complex Systems and Decision Making"
"https://openalex.org/W4413393713","Fractional PID Attitude Control of Multi-Agent Rigid Body Systems Using Rotation Matrices","Physical Sciences","Engineering","Control and Systems Engineering","Adaptive Control of Nonlinear Systems"
"https://openalex.org/W4413398392","Heatpipe-cooled in-vacuum electromagnet for quantum science experiments","Physical Sciences","Physics and Astronomy","Atomic and Molecular Physics, and Optics","Cold Atom Physics and Bose-Einstein Condensates"
"https://openalex.org/W4413412112","Detecting Urban Earthquakes with the San Fernando Valley Nodal Array and Machine Learning","Physical Sciences","Computer Science","Artificial Intelligence","Seismology and Earthquake Studies"
"https://openalex.org/W4413412723","Investigation on fluidized thermal backfill material containing cross-linked polyethylene (XLPE) waste","Physical Sciences","Engineering","Civil and Structural Engineering","Innovative concrete reinforcement materials"
"https://openalex.org/W4413417792","Patterns of Distant Organ Metastasis and Risk Factors in Rectal Adenocarcinoma Patients: A Retrospective Cohort Analysis","Health Sciences","Medicine","Surgery","Colorectal and Anal Carcinomas"
"https://openalex.org/W4413420738","A straight face, with a wink – the subtle humor of deadpan photography","Social Sciences","Arts and Humanities","History","Photography and Visual Culture"
"https://openalex.org/W4413421779","Water security: resource access and risk resilience under climate extremes and political uncertainty","Physical Sciences","Environmental Science","Water Science and Technology","Water-Energy-Food Nexus Studies"
"https://openalex.org/W4413426132","Mapping Content and Dynamics in the Stream of Consciousness: a Latent Brain State Analysis","Life Sciences","Neuroscience","Cognitive Neuroscience","Functional Brain Connectivity Studies"
"https://openalex.org/W4413431666","Serum IgA isotypes are associated with percent emphysema, wall thickness and lung function decline","Life Sciences","Immunology and Microbiology","Immunology","Immunodeficiency and Autoimmune Disorders"
"https://openalex.org/W4413432400","194 Outcomes of Barriers Assessment in Telecommunicator Cardiopulmonary Resuscitation (T-CPR) in Bangkok","Health Sciences","Health Professions","Radiological and Ultrasound Technology","Family and Patient Care in Intensive Care Units"
"https://openalex.org/W4413438507","Diet quality of Marshallese mothers of young children in Northwest Arkansas: an exploratory study","Health Sciences","Health Professions","General Health Professions","Food Security and Health in Diverse Populations"
"https://openalex.org/W4413439028","Factors influencing person-centered care among nurses in long-term care hospitals in South Korea: a cross-sectional study","Health Sciences","Health Professions","General Health Professions","Geriatric Care and Nursing Homes"
"https://openalex.org/W4413439255","Spatial change in carbonate precipitation and weathering in response to the Paleocene-Eocene Thermal Maximum warming from northern Iraq","Physical Sciences","Earth and Planetary Sciences","Atmospheric Science","Geology and Paleoclimatology Research"
"https://openalex.org/W4413439894","The Human Factor: Unpacking Biopsy Decision Variability that Artificial Intelligence Cannot Predict","Health Sciences","Medicine","Health Informatics","Artificial Intelligence in Healthcare and Education"
"https://openalex.org/W4413446436","Clinical outcomes of pulmonary vein isolation versus antiarrhythmic drugs as first-line therapy for atrial fibrillation: a propensity score-matched analysis","Health Sciences","Medicine","Cardiology and Cardiovascular Medicine","Atrial Fibrillation Management and Outcomes"
"https://openalex.org/W4413455427","Generation of Broadband Multi-mJ LWIR Pulses in Multicolor-Pumped ZGP NOPCPA","Physical Sciences","Chemistry","Spectroscopy","Spectroscopy and Laser Applications"
"https://openalex.org/W4413457295","Dual-Comb-Spectroscopy for Rare-Earth-Element Detection","Physical Sciences","Engineering","Mechanics of Materials","Laser-induced spectroscopy and plasma"
"https://openalex.org/W4413458858","The Key Role of Xylem Hydraulic Vulnerability in Influencing Interannual Growth Variability of Earlywood and Latewood Across the Northern Hemisphere","Physical Sciences","Environmental Science","Global and Planetary Change","Plant Water Relations and Carbon Dynamics"
"https://openalex.org/W4413464890","Radically Hopeful: Climate-Conscious Pedagogy for Marketing Educators","Social Sciences","Business, Management and Accounting","Management of Technology and Innovation","Management and Marketing Education"
"https://openalex.org/W4413474481","medspacyV: a graphical user interface for the open source medspaCy natural language processing package","Health Sciences","Medicine","Health Informatics","Artificial Intelligence in Healthcare and Education"
"https://openalex.org/W4413475872","Applications of focused ultrasound for spinal disorders and beyond: Advances and future prospects – a narrative review","Physical Sciences","Engineering","Biomedical Engineering","Ultrasound and Hyperthermia Applications"
"https://openalex.org/W4413479480","Effects of cortical thickness, volume, and memory performance on age differences in neural reinstatement of scene information","Life Sciences","Neuroscience","Cognitive Neuroscience","Neural dynamics and brain function"
"https://openalex.org/W4413480550","Advanced Practice Nursing in Neonatology","Health Sciences","Health Professions","General Health Professions","Nursing Roles and Practices"
"https://openalex.org/W4413481704","Using TikTok could be making you more politically polarized, new study finds","Social Sciences","Social Sciences","Sociology and Political Science","Misinformation and Its Impacts"
"https://openalex.org/W4413482277","New model helps to figure out which distant planets may host life","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Astro and Planetary Science"
"https://openalex.org/W4413483009","Being honest about using AI at work makes people trust you less, research finds","Social Sciences","Social Sciences","Demography","Cyberloafing and Workplace Behavior"
"https://openalex.org/W4413484519","Scientists found a potential sign of life on a distant planet – an astronomer explains why many are still skeptical","Physical Sciences","Physics and Astronomy","Astronomy and Astrophysics","Space Science and Extraterrestrial Life"
"https://openalex.org/W4413486160","Palestinians have long resisted resettlement – Trump’s plan to ‘clean out’ Gaza won’t change that","Health Sciences","Health Professions","General Health Professions","Health and Conflict Studies"
"https://openalex.org/W4413486275","The hidden truth about migrant deaths at the Canada-U.S. border","Social Sciences","Psychology","Clinical Psychology","Migration, Health and Trauma"
"https://openalex.org/W4413486908","As Gaza ceasefire takes hold, Israeli forces turn to Jenin – a regular target seen as a center of Palestinian resistance","Social Sciences","Social Sciences","Political Science and International Relations","Global Peace and Security Dynamics"
"https://openalex.org/W4413513801","High Secret-Key Rate Atmospheric Turbulence-Based Cryptosystems","Physical Sciences","Computer Science","Computer Vision and Pattern Recognition","Chaos-based Image/Signal Encryption"
"https://openalex.org/W4413516992","Total fluorescence as a surrogate for organic carbon measurement: Implications for rapid water and wastewater quality assessment","Physical Sciences","Environmental Science","Health, Toxicology and Mutagenesis","Water Treatment and Disinfection"
"https://openalex.org/W4413555845","Tailoring Fault-Tolerance to Quantum Algorithms","Physical Sciences","Computer Science","Artificial Intelligence","Quantum Computing Algorithms and Architecture"
"https://openalex.org/W4413556265","Entanglement Assisted Communications with Phase-Conjugation on Idler Photons Outperforming Entanglement Assisted Systems with Phase-Conjugated Receivers","Physical Sciences","Engineering","Electrical and Electronic Engineering","Photonic and Optical Devices"
"https://openalex.org/W4413565800","How Team Science Is Documented and Described in Published Family Medicine Research","Social Sciences","Decision Sciences","Information Systems and Management","Interdisciplinary Research and Collaboration"
"https://openalex.org/W4413572752","Developing and validating modular surveys for vector-borne diseases: A study protocol","Health Sciences","Medicine","Public Health, Environmental and Occupational Health","Mosquito-borne diseases and control"
"https://openalex.org/W4413575786","Development of a Cricothyrotomy Virtual Reality Training Module","Health Sciences","Medicine","Physiology","Simulation-Based Education in Healthcare"
"https://openalex.org/W4413592551","Learning to Hash Knowledge Graph: Element-wise Rotation","Physical Sciences","Computer Science","Artificial Intelligence","Advanced Graph Neural Networks"
"https://openalex.org/W4413614144","Light pollution is encroaching on observatories around the globe – making it harder for astronomers to study the cosmos","Physical Sciences","Environmental Science","Global and Planetary Change","Impact of Light on Environment and Health"
"https://openalex.org/W4413632769","Accounting for white matter uptake improves between tracer agreement in amyloid PET","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Amyloidosis: Diagnosis, Treatment, Outcomes"
"https://openalex.org/W4413640477","A Framework for Reducing Communication Overhead through Architecture-Aware Team Coordination in Microservices","Physical Sciences","Computer Science","Computer Networks and Communications","Software System Performance and Reliability"
"https://openalex.org/W4413675663","Patient-generated health communication: a novel readability analysis of online reviews in orthopaedic surgery","Health Sciences","Health Professions","General Health Professions","Health Literacy and Information Accessibility"
"https://openalex.org/W4413677731","The Last Mile to First Treatment: Search for Opioid Use Disorder Medication","Health Sciences","Medicine","Public Health, Environmental and Occupational Health","Opioid Use Disorder Treatment"
"https://openalex.org/W4413679473","GraphQL-Aware Healing in Service-Oriented Architectures via Multi-Signal Learning","Physical Sciences","Computer Science","Computer Networks and Communications","Software-Defined Networks and 5G"
"https://openalex.org/W4413679849","Women in Software Engineering: The Sinking Flagship of U.S. Technological Pride","Physical Sciences","Computer Science","Computer Science Applications","History of Computing Technologies"
"https://openalex.org/W4413679900","Graph-Based LLM Prompting for Scalable Microservice API Testing","Physical Sciences","Computer Science","Computer Networks and Communications","Software System Performance and Reliability"
"https://openalex.org/W4413679946","Initial Review: Simplifying Attack Surface Scoring for Software Systems","Physical Sciences","Computer Science","Signal Processing","Advanced Malware Detection Techniques"
"https://openalex.org/W4413680530","Accuracy of Citation Patterns in the Field of Systems Engineering: Benefits of MBSE","Physical Sciences","Engineering","Control and Systems Engineering","Systems Engineering Methodologies and Applications"
"https://openalex.org/W4413690390","Environmental Influences on Space Use of Gila Monsters (Heloderma suspectum)","Physical Sciences","Environmental Science","Ecology","Remote Sensing in Agriculture"
"https://openalex.org/W4413696421","Celebrating Creation on the Colorado River","Physical Sciences","Environmental Science","Management, Monitoring, Policy and Law","American Environmental and Regional History"
"https://openalex.org/W4413743258","Clinical correlates of epilepsy self-management adherence among Hispanic people with epilepsy: Findings from the managing epilepsy well (MEW) network integrated database","Health Sciences","Medicine","Psychiatry and Mental health","Epilepsy research and treatment"
"https://openalex.org/W4413743932","Gender in the Drain: Populist Rhetoric and Women's Erasure in Water Policies","Social Sciences","Social Sciences","Political Science and International Relations","Water Governance and Infrastructure"
"https://openalex.org/W4413744190","What My Parents Did for Me: Parental Financial Sacrifice, Money Scripts, and Financial Behaviors Among Hong Kong Youths in Low‐<scp>SES</scp> Households","Social Sciences","Business, Management and Accounting","Accounting","Financial Literacy, Pension, Retirement Analysis"
